Date,TCS.NS_Open,TCS.NS_High,TCS.NS_Low,TCS.NS_Close,TCS.NS_Volume,INFY.NS_Open,INFY.NS_High,INFY.NS_Low,INFY.NS_Close,INFY.NS_Volume,LTIM.NS_Open,LTIM.NS_High,LTIM.NS_Low,LTIM.NS_Close,LTIM.NS_Volume,TECHM.NS_Open,TECHM.NS_High,TECHM.NS_Low,TECHM.NS_Close,TECHM.NS_Volume,WIPRO.NS_Open,WIPRO.NS_High,WIPRO.NS_Low,WIPRO.NS_Close,WIPRO.NS_Volume,ACN_Open,ACN_High,ACN_Low,ACN_Close,ACN_Volume,CTSH_Open,CTSH_High,CTSH_Low,CTSH_Close,CTSH_Volume,BSOFT.NS_Open,BSOFT.NS_High,BSOFT.NS_Low,BSOFT.NS_Close,BSOFT.NS_Volume,SAGILITY.NS_Open,SAGILITY.NS_High,SAGILITY.NS_Low,SAGILITY.NS_Close,SAGILITY.NS_Volume,G_Open,G_High,G_Low,G_Close,G_Volume,LT.NS_Open,LT.NS_High,LT.NS_Low,LT.NS_Close,LT.NS_Volume,RELIANCE.NS_Open,RELIANCE.NS_High,RELIANCE.NS_Low,RELIANCE.NS_Close,RELIANCE.NS_Volume,TATASTEEL.NS_Open,TATASTEEL.NS_High,TATASTEEL.NS_Low,TATASTEEL.NS_Close,TATASTEEL.NS_Volume
2021-03-04,2657.4495870855635,2708.8315912558814,2651.340045282069,2680.9208984375,3916760.0,1175.2274213961591,1200.6246366884466,1167.2165293792084,1171.1339111328125,12041941.0,3656.6243260219476,3783.559643386851,3591.460265356301,3698.46484375,251366.0,805.7713578441983,834.896645295521,802.0782186289205,812.528076171875,5134954.0,198.13019271136878,205.244214165985,197.4834660514189,202.7034912109375,25927594.0,236.1358007116211,237.82628530478348,228.98158212558945,230.6907501220703,2590400.0,67.7032009447701,68.65951219104907,66.62619262784621,67.22040557861328,3284200.0,226.77599906727278,227.1987495661222,222.12587258964356,222.9713592529297,501948.0,,,,,,38.1362965219533,38.483846644808196,36.933971033539336,37.54452896118164,986100.0,1397.792365455787,1418.05226557574,1383.5582273146892,1387.92333984375,3530366.0,988.480126250495,992.991762854271,978.368612759976,986.598388671875,21435754.0,64.65189641718499,66.02069500419502,64.01915095390257,65.25020599365234,228738220.0
2021-03-05,2651.38447476698,2692.7888765877847,2634.2424716557,2644.307861328125,3203686.0,1169.5057444527863,1179.6294298582864,1148.8622724146642,1159.117919921875,6486176.0,3684.6116289964007,3694.035188149844,3599.7995966154094,3623.499755859375,132490.0,810.1359908484739,823.3137206296751,803.253350017251,805.5195922851562,2618145.0,203.25783136444136,203.25783136444136,192.63299017948194,194.4114990234375,87862344.0,232.78285709854813,234.12776290486786,228.2997949903643,233.03501892089844,3236500.0,69.17943795574321,69.17943795574321,66.78401356331304,68.4366683959961,2779000.0,220.5758256599556,223.15923073951672,216.06660665420287,219.5894317626953,438206.0,,,,,,37.99539649401851,38.9347140657707,37.20636959041818,38.89714050292969,1110200.0,1379.3825393322438,1401.7775550165193,1365.6228756309183,1388.8245849609375,3306902.0,977.5977682721734,1002.9672532884404,976.260120871694,987.890625,25511666.0,64.43666632239605,65.08232431474065,62.585778764080324,63.128135681152344,168819600.0
2021-03-08,2651.296266047723,2666.2405752396367,2633.7147258219425,2643.340576171875,2003125.0,1166.2484743431805,1184.999233830919,1159.5579535326617,1175.887939453125,5119392.0,3646.9176686849637,3727.0179275578894,3624.301125003197,3643.336669921875,162750.0,808.289302796387,822.558168993208,807.4499577259858,812.9057006835938,2880739.0,196.37478448047966,196.39787632223442,191.9631571913904,192.5867919921875,24709676.0,237.78896769596992,238.9003809596873,232.77353488682482,232.9229736328125,2856100.0,67.66607214807374,69.06804686465654,67.37825219807301,67.48966979980469,3250600.0,219.91822092474254,224.944109168486,216.5363032956875,217.47572326660156,726347.0,,,,,,38.76563401805832,39.620412807735576,38.59655657981782,38.93471145629883,1115500.0,1402.5367932598365,1447.1370837085594,1394.945254460054,1437.83740234375,4150049.0,983.2656032217699,1012.013147323618,983.0389239902088,993.51318359375,19506841.0,64.04497555970335,64.66911697075912,63.27879514797941,63.46818923950195,106145960.0
2021-03-09,2643.3406302433177,2696.0412552244425,2630.28646512969,2682.02001953125,1942397.0,1170.3858309444852,1188.8284981205222,1160.9223877834072,1184.5150146484375,6518173.0,3664.8222230813108,3694.0352570014757,3637.3526396639736,3671.889892578125,100893.0,816.6828263387246,838.086127542874,807.0723141795763,829.39892578125,2814747.0,193.92645049420588,195.31229939463398,189.42244156781456,193.6492919921875,23811258.0,235.8462747703084,240.46007785410788,235.0243760300919,237.57411193847656,2729200.0,68.41811315623613,69.838653611423,68.25099033306259,69.06803131103516,2767400.0,219.4485109392855,220.29398317934368,210.6179546120468,217.47572326660156,825051.0,,,,,,39.29070740195507,40.14771930738018,39.13060438178215,39.33779525756836,1283200.0,1447.137085854849,1454.0644113550004,1415.6322461241011,1431.289794921875,3779948.0,997.5487577867862,1003.8061245628406,973.3355758572837,993.4905395507812,15154484.0,64.13537959245271,64.64760280248986,60.455126631102935,60.842525482177734,195564380.0
2021-03-10,2703.1613784701667,2719.1605345995504,2689.9752254044583,2699.60107421875,3053778.0,1194.5064324965867,1209.5598855627088,1192.8338027201385,1204.4100341796875,7925984.0,3727.018144615301,3910.7775727316052,3709.160543640041,3890.941162109375,1096653.0,841.0237518877788,853.4460485559783,833.4696463319005,846.6893310546875,5268496.0,196.83673427113064,198.96170532504638,195.40468764147548,197.11390686035156,34582736.0,239.36737403638935,241.18859991668592,237.7982957490947,240.1612548828125,2046000.0,69.32800318307537,70.78568292740766,69.3001505579571,70.5814208984375,2636800.0,221.70314360249958,231.05037073072234,219.02579058370412,225.88356018066406,2194525.0,,,,,,39.488475853099196,40.20422055020942,39.187109286676694,40.015869140625,1595800.0,1445.239367140452,1456.389441049776,1430.5307590047482,1446.3780517578125,2210547.0,1000.7227465962088,1004.3955499162571,984.0591241137868,989.3642578125,11519358.0,61.544133303507856,62.83975820066824,60.523995523543185,62.370574951171875,196858600.0
2021-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,242.83242472972174,250.40691475834652,242.83242472972174,248.7818145751953,2972000.0,70.93423361616424,72.70758573769069,70.76711079622562,71.99267578125,3183400.0,,,,,,,,,,,40.298396289400564,40.58092697140381,40.01586560739731,40.25130844116211,795100.0,,,,,,,,,,,,,,,
2021-03-12,2703.1621358997736,2740.0833748291366,2673.58127674779,2688.173828125,2938317.0,1208.6800223497396,1225.1419723864192,1206.0831199110269,1210.30859375,9462061.0,3927.7395217347193,3934.2890795112744,3769.423725273243,3784.548583984375,354537.0,839.3451872235547,859.9930583374282,836.1137287445698,842.0730590820312,4674919.0,199.33125156015015,199.9317803985867,194.98892815796242,196.4209747314453,17920252.0,247.48353860764146,248.6696710027849,245.35408679042266,247.4555206298828,1828600.0,71.35203477920588,72.27120671687105,71.34274821074325,72.20621490478516,2447800.0,226.40021607045213,235.93532317119005,226.02445381073875,229.59423828125,1918095.0,,,,,,39.97819874184347,40.449084466499876,39.73333615318127,40.40199661254883,522900.0,1448.3708908729739,1485.0949169244602,1426.4028502442188,1436.6988525390625,4885349.0,995.2816157511662,1000.4507422731192,963.0426687169551,969.2546997070312,16864952.0,63.704935045502424,64.13537379580987,61.46665485749851,61.978878021240234,161214090.0
2021-03-15,2673.2736196895444,2724.260094514271,2673.2736196895444,2695.38232421875,3097083.0,1206.0386325529785,1214.7538237256626,1195.9149506008914,1209.207763671875,6658635.0,3814.657211841078,3882.506846043785,3738.326373363033,3851.739013671875,311584.0,843.5419015716054,864.483522721498,841.023866044526,861.7137451171875,5203101.0,196.23620956002966,197.99162672328026,193.00256194610913,196.95223999023438,15034204.0,246.27873510160038,248.9872444194204,246.08260923615245,248.67904663085938,2295700.0,71.75129178197355,73.65463507188073,71.75129178197355,73.59892272949219,3003700.0,230.76853464768982,241.43095818454674,224.52139691092088,231.7549285888672,1369173.0,,,,,,40.326651931571895,40.910549206262566,40.185384781491685,40.77870178222656,518800.0,1442.3925731887111,1450.078984128294,1388.5875807739249,1407.993408203125,3181450.0,970.3656071763525,974.3784296324053,943.3637304935054,956.2412109375,16698099.0,62.15535007068832,63.61884569549465,61.55704049788061,63.395015716552734,155429990.0
2021-03-16,2689.975543155086,2761.180778120956,2689.975543155086,2733.973388671875,4894756.0,1220.1678585775971,1237.730203617515,1215.2820384736694,1218.3631591796875,9352771.0,3882.5065431191015,3956.0103077703857,3838.215813136918,3878.690185546875,361187.0,866.2041505925799,877.1156369857035,857.0552684326755,861.6297607421875,4797715.0,197.36796562873252,200.92498317026127,196.6288434528532,198.31495666503906,21347294.0,249.5756523421881,249.61301915100677,245.7276976070579,246.1199493408203,2185600.0,73.35752680581268,73.44108469203896,72.27122469982508,72.4754867553711,2497500.0,233.5397948648622,241.19606138137343,232.97613718629253,238.8944854736328,2821551.0,,,,,,40.79753307681558,40.95763606849707,40.42082311380117,40.599761962890625,538500.0,1412.311036387242,1420.5667890264654,1382.6090925928925,1387.1640625,3233903.0,958.553685547253,963.9948870594851,950.165234013291,952.4777221679688,13873801.0,63.71355192950456,63.71355192950456,61.91431436081239,62.33184051513672,125699980.0
2021-03-17,2729.5338423325,2773.487688424811,2712.216069895808,2736.5224609375,3838390.0,1225.625954097866,1232.4484365142844,1216.602670901958,1221.0042724609375,7626744.0,3878.6897198664637,3947.293041250496,3788.2704925877633,3814.939208984375,319928.0,859.4893122805871,875.604695902204,852.4387935239633,856.1738891601562,3477295.0,198.17636320638124,201.17903537617488,192.95633876561888,193.8571319580078,24269624.0,246.12927491875593,248.6976941088362,244.35473645156833,246.82040405273438,2626500.0,71.93696864555916,72.7168703957288,71.63986220498363,72.44761657714844,2415000.0,240.39758806869676,244.1552683157067,228.23210113588453,231.00338745117188,1886636.0,,,,,,40.41141685766096,40.74103546142578,40.053542664592484,40.74103546142578,616100.0,1400.6389883392774,1416.7235157524042,1358.6482869612198,1364.2470703125,5178384.0,951.321487384943,953.5659717866566,922.7779520359184,931.9599609375,19210236.0,62.40932045838515,62.49970892322393,60.31738774559083,60.64021682739258,105409590.0
2021-03-18,2747.950528336439,2765.971605676394,2625.846826743809,2669.317138671875,3656306.0,1226.9464622249845,1226.9464622249845,1156.3007556107748,1177.0762939453125,10961755.0,3835.3889950449343,3897.584492261879,3722.306272832307,3776.444580078125,327009.0,867.8828123789,868.7221574585701,821.3830744733524,836.1555786132812,3738712.0,195.52017058295905,195.93592240850955,186.7662199172345,189.4686279296875,20165862.0,249.5756996803253,253.58244273601875,246.64301743606842,249.2675018310547,4089900.0,71.72343068400616,72.20622606504033,70.5907099980838,70.93424224853516,2890000.0,232.88222427355495,236.92173334871285,222.78345875286644,226.72903442382812,1100998.0,,,,,,40.43025178393067,40.9011375455953,40.194808903098355,40.326656341552734,841300.0,1381.233232189934,1394.660675214078,1347.4982816900083,1355.1846923828125,3381940.0,939.9176595322679,945.3135252330827,907.3159659802869,910.98876953125,20647480.0,61.660351090423774,62.23283541750048,60.115077550405125,60.678951263427734,143206510.0
2021-03-19,2663.603283404112,2724.259595798463,2641.6263586235505,2681.360595703125,5776626.0,1170.826045008895,1193.0100744562515,1160.2622009937772,1183.546630859375,12767112.0,3741.1533596819,3859.089122305875,3684.6119990821735,3840.195068359375,279744.0,832.630432303102,839.9747027493239,818.4874862784892,830.4901123046875,6208000.0,188.9142938204264,191.0854484733879,184.5257726375844,189.63031005859375,33750804.0,248.76311994370383,251.34085988359774,243.8877913909897,246.36280822753906,4460500.0,70.34003361723232,71.79771350370328,70.00578791606644,71.07351684570312,5658300.0,220.95159381280502,234.00954116280477,211.98012943107977,230.1579132080078,1815144.0,,,,,,40.467919376123994,40.59976680111941,40.062957375025,40.22305679321289,1537800.0,1342.753602641995,1349.2538354307069,1308.212073371155,1339.195068359375,9920812.0,902.7816055754887,950.3238575711216,899.0634664039354,944.0438232421875,41787429.0,60.49816594598184,63.42515067829047,58.647278058788594,63.10232162475586,246378140.0
2021-03-22,2680.041650108707,2759.817877235905,2653.6253468525542,2751.202880859375,2821646.0,1188.5203483359587,1211.320664308968,1176.1958648328152,1206.7430419921875,4862758.0,3854.2360750496055,3950.3094541771825,3840.1950625488726,3857.157470703125,251199.0,830.8677201604312,853.9497099986842,821.1312864363784,850.7182006835938,3873143.0,189.8843771739857,192.28652072964144,189.4917312926042,191.45501708984375,13245968.0,245.77439924127097,248.3708368081361,245.02723403596002,247.68905639648438,2295700.0,71.42630469050388,71.5470017319016,70.76710007934635,71.24061584472656,4237300.0,228.27908091922833,235.55958658640537,225.883556832823,233.1640625,1141179.0,,,,,,40.15713359076897,40.94822174336231,40.0252861640989,40.69394302368164,622900.0,1337.0598829387552,1345.0310225127432,1321.1650972473255,1328.56689453125,2964175.0,939.0561589834671,940.4164143959771,921.9164490477823,935.1566162109375,18572478.0,62.93875458320358,64.19133292266945,62.41361878249227,64.00624084472656,137603700.0
2021-03-23,2760.3009845332035,2785.7942101865356,2745.2249041752093,2762.586669921875,3305973.0,1208.1956447443526,1217.7031476926572,1196.8835495202284,1207.4034423828125,7165335.0,3882.5067411737823,3897.678764883478,3788.742318662425,3801.935302734375,198149.0,850.7182384475075,857.3910424155968,839.8067518577838,850.9700317382812,3782337.0,192.95635826035743,195.58946258596242,190.6466102040811,191.9400634765625,23150388.0,247.96918436400566,249.49156094140815,246.9137930678913,248.4641876220703,2160300.0,71.63987215411983,72.06696227903666,70.72069299916888,70.77640533447266,3154500.0,233.86862468079852,238.61269892392443,232.22463955041712,234.9959259033203,1306759.0,,,,,,40.64685336302381,40.85404422004932,40.138295946273615,40.364322662353516,661400.0,1330.3224761432846,1344.177013082346,1326.716448410594,1332.6473388671875,2564844.0,934.9526119187763,956.6039587366939,932.2547090305418,946.5377807617188,17421165.0,64.22145061123327,64.51845435532701,63.1281392391504,63.803924560546875,118738960.0
2021-03-24,2734.984021595591,2771.11416820784,2734.9400248267016,2743.68701171875,2207104.0,1195.342811986317,1206.4348254772435,1185.131118732146,1191.7335205078125,6134303.0,3797.694539152758,3830.676997929519,3723.908021075844,3743.226318359375,129661.0,842.4926695834846,850.5503622951486,828.6434750149889,832.7562866210938,2749823.0,190.02298279716396,191.9169790964628,189.0297939138682,189.86129760742188,10280694.0,248.36147146277023,251.9759330802657,248.15599679317646,249.88381958007812,2160600.0,71.222051705927,72.2804938444135,71.05492889018828,71.43560028076172,3008600.0,235.60654613168975,245.9871403186524,232.2246282936454,236.40504455566406,2684226.0,,,,,,40.42083582583263,41.33435543826513,40.42083582583263,40.85405349731445,1019600.0,1328.5194814550578,1335.1620788623331,1290.6092754443332,1299.24462890625,4237815.0,943.0236364808284,943.0236364808284,925.1811610696235,928.309814453125,16822814.0,62.93014233461934,63.102321771021245,60.17102844103437,60.50246810913086,210302830.0
2021-03-25,2735.8634254319945,2752.2583404265592,2681.1848783769724,2694.2392578125,3179786.0,1185.5712463471802,1190.6330875697502,1168.7130927832975,1174.171142578125,8749994.0,3760.6125391953824,3760.6125391953824,3566.6758759924205,3616.479248046875,269938.0,833.2179533403805,836.7432132699807,809.212650947055,813.0736694335938,3654840.0,189.72270017590156,190.18464976084647,183.74044741183215,184.61814880371094,25474258.0,248.60426827229276,251.70505726548123,248.2587037373776,250.87380981445312,1714700.0,71.51916040703718,71.90911129489224,70.61855448729342,71.58415222167969,2935500.0,236.4050573808042,236.4050573808042,227.05783045237595,229.82911682128906,942604.0,,,,,,40.656278031455685,41.061240104708986,40.08180037627111,40.91055679321289,882400.0,1291.5107962917903,1318.0811873984546,1291.5107962917903,1301.0950927734375,3894604.0,931.3478510950881,931.3478510950881,900.0610755416413,902.9857177734375,22001648.0,61.13091851421009,62.90432421911733,59.25850715911555,62.254364013671875,367224000.0
2021-03-26,2716.9192266843957,2740.962068326735,2675.0752905252434,2695.953369140625,3697370.0,1183.7667809034572,1194.3306255428965,1172.5867549777777,1176.2840576171875,4922071.0,3642.489052086984,3745.8654694699435,3636.929013098145,3719.715087890625,138918.0,820.7956150222859,837.4985522067872,820.0401839209133,831.791015625,2761824.0,186.99720326055424,188.33686845613317,185.08011512914888,186.58145141601562,18066738.0,250.76179736945724,262.72596038829914,250.76179736945724,262.23095703125,3171900.0,71.70487086221787,73.65463277925123,71.43561698038509,73.5710678100586,2403600.0,234.6671148153979,238.61267588039618,229.312423774728,237.5323486328125,1290793.0,,,,,,41.023564839313,42.106599829726214,41.01414511315951,42.04067611694336,700500.0,1315.518940807424,1336.1109452622527,1311.4384420116712,1326.90625,3093766.0,912.3036747318539,913.0745041101142,894.937285828174,904.4366455078125,20180202.0,62.87849239159429,66.7093945786886,62.43083242062378,66.01638793945312,429122470.0
2021-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,259.84933564316196,262.7166326028261,259.4010194352994,261.0821838378906,2398700.0,73.25539577803967,73.45037126281231,71.66773218753843,72.4754867553711,3099600.0,,,,,,,,,,,41.937082838274726,42.21961715622202,41.47561682509724,41.682804107666016,1055600.0,,,,,,,,,,,,,,,
