Date,TCS.NS_Open,TCS.NS_High,TCS.NS_Low,TCS.NS_Close,TCS.NS_Volume,INFY.NS_Open,INFY.NS_High,INFY.NS_Low,INFY.NS_Close,INFY.NS_Volume,LTIM.NS_Open,LTIM.NS_High,LTIM.NS_Low,LTIM.NS_Close,LTIM.NS_Volume,TECHM.NS_Open,TECHM.NS_High,TECHM.NS_Low,TECHM.NS_Close,TECHM.NS_Volume,WIPRO.NS_Open,WIPRO.NS_High,WIPRO.NS_Low,WIPRO.NS_Close,WIPRO.NS_Volume,ACN_Open,ACN_High,ACN_Low,ACN_Close,ACN_Volume,CTSH_Open,CTSH_High,CTSH_Low,CTSH_Close,CTSH_Volume,BSOFT.NS_Open,BSOFT.NS_High,BSOFT.NS_Low,BSOFT.NS_Close,BSOFT.NS_Volume,HDFCBANK.NS_Open,HDFCBANK.NS_High,HDFCBANK.NS_Low,HDFCBANK.NS_Close,HDFCBANK.NS_Volume,G_Open,G_High,G_Low,G_Close,G_Volume,LT.NS_Open,LT.NS_High,LT.NS_Low,LT.NS_Close,LT.NS_Volume,RELIANCE.NS_Open,RELIANCE.NS_High,RELIANCE.NS_Low,RELIANCE.NS_Close,RELIANCE.NS_Volume,TATASTEEL.NS_Open,TATASTEEL.NS_High,TATASTEEL.NS_Low,TATASTEEL.NS_Close,TATASTEEL.NS_Volume
2021-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,240.63753653793881,242.3560391441012,239.34865245768634,240.0771484375,1606700.0,71.2658681080084,71.58980245988786,70.44214630126953,70.44214630126953,2445800.0,,,,,,,,,,,39.545269424629836,39.65799011625169,38.54959506445601,38.55898666381836,1690700.0,,,,,,,,,,,,,,,
2021-02-17,2729.6221641004277,2754.0165516150078,2677.2730841859975,2701.49169921875,3678426.0,1135.9652382472548,1139.574529672526,1122.408285308977,1127.954345703125,4575741.0,3727.9603469103636,3745.4410967749996,3644.090662664908,3652.4775390625,105727.0,830.1124265758814,836.4914297867612,815.3399711245984,822.93603515625,2227724.0,201.36381701072298,202.7958635133634,197.94539297374993,198.730712890625,14780384.0,239.70355488115757,244.3360411941786,238.88167042312784,241.6929168701172,1881000.0,70.3121713661347,71.29633519399363,69.9779257107153,70.96208953857422,3398600.0,228.5139309509198,232.03675619682298,226.68206468993267,228.3260498046875,518074.0,767.2122372237433,768.0647183895073,749.6894885957936,751.3470458984375,12794426.0,38.23022584126797,38.512020395814424,38.004788047703514,38.02357482910156,1479700.0,1465.1671673860853,1486.992844102329,1454.7288002609255,1469.2950439453125,2340184.0,934.0683329596526,950.3692089797069,929.8061035808391,944.6106567382812,23742994.0,60.05912045729113,60.56273302504185,59.185330288291034,59.98594665527344,159574830.0
2021-02-18,2694.3708489067953,2723.292394683918,2664.482232638335,2687.64599609375,4189909.0,1123.2886719085736,1149.6982801822862,1122.4083516327833,1137.7698974609375,6437551.0,3618.3642806921193,3748.07972189973,3614.924773325246,3648.142822265625,147042.0,824.2368774108918,852.3549378928316,823.8172048663853,848.2421264648438,6742595.0,198.77692083105086,201.71030381111854,198.33807713959757,200.0010986328125,16771472.0,238.71355783754788,241.05783331759142,237.88232451926356,240.61886596679688,1664300.0,70.69283492604866,70.69283492604866,69.09588505288778,69.46726989746094,4440800.0,229.2184790763103,231.8488579325929,227.3396390838815,227.95025634765625,514802.0,760.5582975853896,760.5582975853896,733.1139079415677,736.0975341796875,14720560.0,37.72300159164533,38.22083886432835,37.638462848811145,37.66664123535156,2172200.0,1463.4590550093005,1471.9995373800043,1437.7902302755308,1446.7576904296875,2446843.0,945.4042372455169,956.0145057624479,933.6603325517267,937.5598754882812,18646877.0,60.261418423322645,61.20838225638018,59.74489329328884,60.06772232055664,148561470.0
2021-02-19,2688.2172766850695,2713.8422835830916,2651.4278209785657,2700.392578125,3725028.0,1140.9830410327988,1143.976151339578,1123.992924885405,1136.757568359375,5389696.0,3698.747043173973,3698.747043173973,3588.491398829679,3600.412109375,120226.0,850.8022611504441,855.4606166477911,816.3891088128489,834.2671508789062,4357699.0,200.0934646231722,201.29453639190035,196.8367256114586,198.615234375,16957332.0,241.39407655583068,241.43144336723304,237.37801365711528,237.49942016601562,2038400.0,69.66224569432669,69.8108024663272,68.1395741992052,68.37168884277344,4082500.0,228.13818714036904,229.54731735288667,221.75012731007305,223.8168487548828,980597.0,731.6931664576377,740.7860292853279,726.0101127375784,728.8989868164062,17139508.0,37.73238442129952,37.82631832661947,37.178190504366306,37.253334045410156,2002000.0,1446.0459185610396,1468.013959283468,1422.322357486646,1431.764404296875,3044240.0,932.7081388605912,954.4501576444582,931.030412526974,943.2730712890625,23403483.0,59.91706681483986,59.91706681483986,56.4692551296784,57.73904800415039,223923860.0
2021-02-22,2721.622151723607,2721.622151723607,2587.2551582887345,2600.705078125,5366696.0,1140.0148390885133,1151.9432226672286,1109.2036272212563,1113.78125,7371303.0,3601.6845896404498,3632.735173461786,3557.3938581613547,3575.015869140625,63480.0,838.463793951111,848.5778921126747,790.5791664670247,797.9653930664062,5946290.0,198.96169968016832,199.95488850724666,192.1710348760441,193.41830444335938,21332174.0,236.00505634703782,237.3873289802902,233.57672684830695,235.9490203857422,1476000.0,68.01886908757682,68.67807374729333,67.56391933983122,68.00958251953125,3063800.0,224.5214055200874,225.4138517546444,212.12106297749241,217.75758361816406,1164548.0,731.7169525971016,745.379950915023,729.0648143091637,733.114013671875,29451838.0,36.88700571175591,37.76996304071622,36.670963075410704,37.41302490234375,2115800.0,1433.7571913312122,1434.753511415308,1373.214615822233,1378.05419921875,6168108.0,943.1370313830363,947.6260001116775,904.5727145749872,910.5352783203125,23804335.0,57.928446723831236,60.08064043521756,57.751965263183806,58.93136978149414,281491090.0
2021-02-23,2610.8588962684134,2661.8453662965508,2609.100742129512,2619.825439453125,3832829.0,1119.0191594830774,1136.4934957685794,1107.0468250167494,1114.7935791015625,6612942.0,3581.7539320031497,3629.0129938693526,3533.835036876155,3538.122802734375,90928.0,799.0565760887523,808.0795363754688,781.4303280867946,793.8106689453125,4120032.0,193.88025748286796,196.79053439474276,191.38571830402284,191.9400634765625,17984706.0,234.94966739045506,240.89905619863958,234.04371466989403,239.27395629882812,2191300.0,67.63820114999824,68.1767087867579,66.91400464435827,67.66605377197266,3310500.0,214.42262567374084,225.4138373539899,213.24835061528663,221.1864471435547,1333126.0,735.8370774568311,737.7077262268455,721.1085077743629,724.1868286132812,18239906.0,37.35665430773832,38.15507268325654,37.27211559641896,37.82631301879883,5688800.0,1387.354100315627,1421.5160343863263,1385.456215089477,1410.4134521484375,3733776.0,928.6272954514131,930.8491120696507,913.0292432704871,917.4955444335938,25644108.0,59.36611699659661,63.36058843347384,58.7290694278465,62.7838020324707,389070710.0
2021-02-24,2612.6162953530884,2640.175439363058,2567.915153442922,2591.6064453125,3774549.0,1109.2476716611327,1123.8169086048074,1102.1610500403006,1121.792236328125,4537258.0,3569.974048680698,3604.511300223214,3487.6591691832987,3504.385986328125,50985.0,797.3778246282978,809.0447417120508,786.172588321397,805.813232421875,1686531.0,192.95635689440496,196.6981374410176,191.59359991181566,195.4508819580078,10120594.0,236.49075761013617,243.27138063309283,236.12650956037535,242.15060424804688,2476300.0,67.22039805766383,69.690094029797,66.44048921980638,69.56939697265625,2922700.0,220.66974274426207,220.71671660911744,214.18775075772683,219.30758666992188,629936.0,722.931841154258,764.3470748323017,718.0775657714667,760.795166015625,14314332.0,37.89207630768334,39.1695489579315,37.835715955509094,38.82200241088867,1396600.0,1410.7926907450849,1453.7798299635524,1410.7926907450849,1448.655517578125,2380414.0,920.46551838717,936.4489852163127,918.7197882041789,934.5219116210938,10807663.0,63.27448907849554,64.13536648092405,61.98317297485277,62.64604568481445,216767890.0
2021-02-25,2614.3744975139684,2663.514806559369,2609.4955781742888,2633.098876953125,4224073.0,1134.2485724219769,1144.1962341374683,1119.7673474305518,1122.01220703125,8788221.0,3514.988022320055,3546.8397024231895,3430.175978886059,3445.724853515625,251215.0,809.1286321988173,813.3253574695581,799.2663278125766,803.9246826171875,3682791.0,195.45088728241095,198.17638722425343,194.22672360741888,194.61936950683594,18220784.0,241.879714516497,242.0011067515101,235.90229416855271,237.02305603027344,2157700.0,68.8173593172457,69.6158343418347,67.9538924689612,68.13029479980469,2786500.0,221.13947966447154,224.0516876273553,217.00603707303594,217.8984832763672,737716.0,762.35805316966,774.9081313861508,758.687747276158,760.7715454101562,20109570.0,38.55898163734273,39.17893102759843,38.305365489072884,38.88774490356445,2053500.0,1455.6778367887173,1461.9408343009702,1425.3116759169839,1429.534423828125,3168105.0,941.3232777095965,975.7840397521635,939.9629623775807,972.3153076171875,34855693.0,63.29170671987307,64.82407408552115,63.01192417808567,63.954586029052734,219015960.0
2021-02-26,2602.0673142498813,2612.923998519855,2531.741170621506,2544.31201171875,5553153.0,1117.1264049578488,1121.792145299428,1095.7786387480553,1103.305419921875,15132388.0,3416.0404933582167,3438.2330231285446,3364.2109134589887,3392.34033203125,240333.0,793.1811340283841,796.4125922307497,768.0007805671656,771.2322387695312,5254937.0,193.07182831873362,193.94952968175443,188.47542446062428,189.53790283203125,23463882.0,238.38666473270845,238.95638737750176,233.3151968862269,234.33322143554688,2712800.0,68.56665436169435,69.0215970137897,67.38751525993578,68.22312927246094,3279800.0,216.5363216014829,216.5363216014829,211.65134020663996,213.15440368652344,557212.0,751.6075668233725,752.4836927211386,720.3270684390092,726.6731567382812,27912846.0,39.01925150587066,39.22589892826812,37.76995745663069,37.986000061035156,1827900.0,1406.332588753791,1417.2454259809629,1361.8746620001991,1368.849365234375,5579058.0,959.9140321981981,967.57699044691,938.9201148180857,945.7669677734375,37481215.0,62.41361962952603,63.842679452291755,61.217000413101324,61.56565475463867,235515910.0
2021-03-01,2572.17930535387,2606.4633083985727,2550.905684849813,2570.596923828125,3265871.0,1112.1085808151993,1130.7713265603418,1108.3231608715223,1115.36572265625,5756286.0,3383.0575692253915,3482.1933606165203,3383.0575692253915,3400.067138671875,190862.0,785.1653236014466,803.2531988681891,777.5272530416648,785.626953125,3429569.0,189.8612894310276,193.4183070618344,189.0297857732827,191.43191528320312,12843392.0,237.22853984573587,242.64555809474794,237.22853984573587,241.11386108398438,1954700.0,68.80807113843093,69.78295555464871,68.52953070991805,69.4765625,3226900.0,215.12720344056228,217.8984898756432,209.49068282639908,211.65135192871094,448211.0,740.6913483244873,744.7405472981088,729.6567290261943,738.2760620117188,13536018.0,38.46506707749712,38.83140046952447,38.211450825352046,38.28659439086914,1007400.0,1381.6602447937262,1410.1285190683222,1364.7690223890509,1397.64990234375,2494481.0,956.8305872083303,957.6468123803251,935.2019094636117,952.9764404296875,17680764.0,62.32753318047026,63.55427969424787,61.23852365326182,62.87849426269531,140586460.0
